STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,rskpovth,Risk of poverty threshold,age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2023,,15.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2024,,11.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2025,,7.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2014,,8.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2015,,8.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2016,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2017,,8.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2018,,8.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2019,,9.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2020,,8.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2021,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2022,,9.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2023,,10.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2024,,10.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SE,Sweden,2025,,10.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2014,,6.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2015,,6.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2016,,5.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2017,,5.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2018,,4.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2019,,4.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2020,,4.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2021,,4.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2022,,4.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2023,,3.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2024,,3.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SI,Slovenia,2025,,3.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2014,,9.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2015,,9.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2016,,7.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2017,,8.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2018,,4.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2019,,5.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2020,,3.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2021,,7.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2022,,2.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2023,,5.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2024,,6.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,SK,Slovakia,2025,,3.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2014,,10.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2015,,10.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2016,,10.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2017,,9.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2018,,9.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2019,,10.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2020,,10.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2021,,11.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2022,,11.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2023,,14.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2024,,14.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,TR,Türkiye,2025,,10.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,UK,United Kingdom,2014,,12.5,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,UK,United Kingdom,2015,,12.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,UK,United Kingdom,2016,,12.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,UK,United Kingdom,2017,,12.4,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,UK,United Kingdom,2018,,15.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,XK,Kosovo*,2018,,11.3,,,,,
